speed,distance,rating,rating_bus,rating_weather,car_or_bus,latitude,longitude,time_slot,lat_zone,long_zone
19.2105856218409,2.652,3,0,0,1,-10.9393413858164,-37.0627421097422,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.939341385769,-37.0627421097809,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9393239478718,-37.0627645137212,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9392105616561,-37.0628430455445,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9389389789911,-37.0628785984113,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9385435911514,-37.0628386631358,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9383460576505,-37.0625875627021,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9384484455051,-37.0619998251528,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9386660746204,-37.0614989339645,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9389862284613,-37.0608192197261,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9393429131892,-37.0600866959415,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9396414360875,-37.0595030996298,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9398579141531,-37.0591213205945,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9400772902018,-37.0587290032396,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9403891021306,-37.0582908757149,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9407463806047,-37.0579922269229,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9411793936124,-37.0576397274353,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9414799027875,-37.0573913752163,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.941532508608,-37.0573457786884,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9415422095559,-37.05733795467,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9417422658859,-37.0571659304346,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9421000724016,-37.056833161463,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9424436046914,-37.0565510553466,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.942783282087,-37.0563672194186,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9430483969072,-37.0562007891263,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9430896255589,-37.0558792710436,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.943157098505,-37.0552885005004,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.94331306032,-37.054664512767,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9434934531745,-37.0539906272633,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9437307342081,-37.0531333557592,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9439490705934,-37.0523363894564,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9440888068829,-37.051916335502,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9441134427653,-37.051844717417,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9441646601166,-37.0516450552908,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9442224036202,-37.0512781900614,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.944110383763,-37.0510435425217,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9437149513471,-37.0510003278261,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9431917869049,-37.0509992649818,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9426620243735,-37.0509779955345,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9422370402321,-37.050899772868,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9418834994225,-37.0507762933952,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9416974315862,-37.0507029806928,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9414732738477,-37.0505875545648,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9413822594917,-37.0501867793554,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9416643981633,-37.0497713582489,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.941952547707,-37.0493938857767,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.942281490734,-37.0489806944703,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9427139552684,-37.048418462543,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9431659277627,-37.0478404749664,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9436276323061,-37.0473842152565,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9441918710808,-37.0469297081541,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9448888658677,-37.0464590382433,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9454369552429,-37.0461909219212,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9456515766134,-37.0461198859602,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9457544131546,-37.0461003641493,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9460552569933,-37.0459846893752,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9463325071577,-37.0458771417091,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9467795711905,-37.0457245873062,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9470511943627,-37.0456852790102,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9470851028346,-37.0457684313181,1,9,9
19.2105856218409,2.652,3,0,0,1,-10.9470853174565,-37.0457828606557,1,9,9
30.848229110141,5.29,3,0,0,1,-10.9394394198589,-37.0624283811754,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9394423216378,-37.062569922389,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9389940189541,-37.0628040561796,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9386031368379,-37.0629643381166,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9383580704773,-37.0627897829822,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9382929933406,-37.0623723921363,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9385442666704,-37.0617623761861,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9388976451446,-37.0610577138091,2,9,9
30.848229110141,5.29,3,0,0,1,-10.939286303702,-37.0603401348362,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9395848167205,-37.0597757046112,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9398125858738,-37.0593546545551,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9400391217797,-37.0589944008603,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9402937450586,-37.0589085526268,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9404456811417,-37.0589932426757,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9407101935088,-37.0592093307299,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9409149805608,-37.0593807860186,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9409218740574,-37.0593826224655,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9411148943361,-37.0595581219005,2,9,9
30.848229110141,5.29,3,0,0,1,-10.941432326776,-37.0598464342116,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9418928712691,-37.060295261613,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9423469125856,-37.0607462389275,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9425803954512,-37.0609680232943,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9426395313217,-37.061019455344,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9426609697117,-37.0610417000768,2,9,9
30.848229110141,5.29,3,0,0,1,-10.942860966487,-37.0612328030135,2,9,9
30.848229110141,5.29,3,0,0,1,-10.943153046112,-37.0615523335932,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9435076521971,-37.0619215277294,2,9,9
30.848229110141,5.29,3,0,0,1,-10.944101382613,-37.0621534000362,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9446848104324,-37.0623046854073,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9452775946114,-37.0625165384282,2,9,9
30.848229110141,5.29,3,0,0,1,-10.9459467284756,-37.0628127118287,2,9,9
